state,cd_2020,cd_2010,pop,vap,pop_overlap,vap_overlap
TX,27,27,661872,503865,0.865505549068094,0.8634079136086583
TX,27,34,83678,65176,0.10942262753964507,0.11168363386493985
TX,27,35,19173,14536,0.025071823392260988,0.02490845252640183
TX,28,15,89644,65752,0.11680913165850099,0.118891297783355
TX,28,20,10283,7767,0.013399093088710519,0.014044115918653703
TX,28,23,45597,32369,0.059414416762222456,0.05852890281587508
TX,28,28,477112,339964,0.6216929010736996,0.6147153114676436
TX,28,35,144804,107191,0.18868445741686646,0.19382037201447266
TX,29,18,106640,76056,0.13931819785169874,0.13914456171548692
TX,29,22,9019,6728,0.011782734681399766,0.01230888570555638
TX,29,29,649769,463804,0.8488807773809119,0.8485300870659737
TX,29,36,14,9,1.8290085989532846e-5,1.646551298305699e-5
TX,30,5,14977,9610,0.019476221376378597,0.016579055873661038
TX,30,6,52650,37687,0.06846651902693017,0.06501715699382556
TX,30,30,655418,489574,0.8523112814357553,0.8446071488336867
TX,30,32,45944,42776,0.059745978160935985,0.0737966382988267
TX,30,33,0,0,0,0
TX,31,25,158680,122536,0.207397996860537,0.21402210155116072
TX,31,31,606419,450003,0.792602003139463,0.7859778984488393
TX,32,3,77703,62054,0.10065820410415714,0.10381662531557048
TX,32,5,164099,120511,0.21257751483582465,0.2016154532085718
TX,32,24,115830,95744,0.15004877265207936,0.16018014913162698
TX,32,30,125887,90981,0.16307683538679368,0.15221162838553387
TX,32,32,288430,228437,0.3736386730211452,0.38217614395869687
TX,33,6,34601,26383,0.045421190604648845,0.04784139786896067
TX,33,12,3025,2449,0.0039709575324141716,0.004440874175836132
TX,33,24,155883,118493,0.20462967703316307,0.21486831511529228
TX,33,30,1671,1190,0.00219354381377325,0.0021578767943017546
TX,33,33,566601,402953,0.7437846310160007,0.7306915360456092
TX,34,15,190311,128174,0.24863831683026028,0.23670000590946697
TX,34,34,575102,413330,0.7513616831697397,0.7632999940905331
TX,35,10,58265,42628,0.0757054057284818,0.07275383541467194
TX,35,20,19333,14200,0.025119928069145092,0.024235349134098284
TX,35,21,41028,34408,0.05330887129886127,0.05872464035253899
TX,35,25,35219,29203,0.04576106898397667,0.049841190194582545
TX,35,28,106515,77656,0.13839803125665906,0.13253663889841805
TX,35,35,509268,387826,0.6617066946628761,0.6619083460056902
TX,36,14,72011,54673,0.09324757593336924,0.09400301577176419
TX,36,22,103672,78639,0.13424563875191647,0.1352093932521677
TX,36,29,26058,18664,0.03374269672233042,0.03209028746116377
TX,36,36,570515,429633,0.7387640885923838,0.7386973035149044
TX,37,10,197312,159572,0.25704619385028654,0.2560386628457369
TX,37,17,95803,77075,0.12480638029840557,0.12366944037071148
TX,37,21,181131,153933,0.2359665612750175,0.24699069691319794
TX,37,25,149879,118096,0.1952533372936623,0.18948902017540764
TX,37,31,60599,48264,0.07894472865884242,0.07744121790531325
TX,37,35,82889,66294,0.10798279862378568,0.10637096178963279
TX,38,2,282709,214915,0.3677491528510384,0.37122923748721776
TX,38,7,228912,179141,0.29776977060311804,0.3094357156675787
TX,38,8,63856,45167,0.08306417519235647,0.07801833734074012
TX,38,10,193278,139705,0.25141690135348715,0.24131670950446343
UT,1,1,727207,508933,0.8867631870001182,0.8673777032427835
UT,1,2,73461,63202,0.08957904761672493,0.107715564917878
UT,1,4,19401,14614,0.023657765383156785,0.024906731839338458
UT,2,2,711632,513185,0.87231291041053,0.8664113953649349
UT,2,4,104167,79126,0.12768708958946995,0.13358860463506503
UT,3,1,72890,50688,0.08922603848140685,0.08562263405141615
UT,3,3,669489,483782,0.8195342471790176,0.8172089872684305
UT,3,4,74535,57523,0.09123971433957552,0.09716837868015331
UT,4,2,16543,12229,0.02020311809231175,0.022114004028947663
UT,4,3,117225,75530,0.14316088486799522,0.1365827724512566
UT,4,4,685066,465239,0.836635997039693,0.8413032235197957
VT,1,1,643077,524482,1,1
VA,1,1,319640,256040,0.40653839501022576,0.4180982116030255
VA,1,2,115713,90917,0.1471711215799595,0.14846209617369266
VA,1,4,3383,2701,0.004302713647602283,0.004410573619511685
VA,1,7,347512,262734,0.44198776976221243,0.42902911860377013
VA,2,2,505165,395015,0.6403620857069697,0.6449098140118071
VA,2,3,123374,95363,0.1563925290984365,0.1556916435922888
VA,2,4,160335,122134,0.20324538519459381,0.19939854239590407
VA,3,2,129969,105362,0.16729137008271314,0.17230146296471943
VA,3,3,633824,496456,0.8158352018658724,0.8118685588505604
VA,3,4,13109,9680,0.016873428051414466,0.015829978184720147
VA,4,4,612534,492963,0.7806252556804062,0.785419418363624
VA,4,5,15849,13337,0.02019827418115363,0.02124934078767707
VA,4,7,156288,121343,0.1991764701384402,0.19333124084869902
VA,5,1,16799,13418,0.02130311830275055,0.021162101889732485
VA,5,5,512032,412171,0.6493171183281129,0.650052518854742
VA,5,6,138176,110958,0.1752235058396845,0.17499660914301216
VA,5,7,121563,97511,0.15415625752945206,0.15378877011251338
VA,6,6,583681,465299,0.7453428918764302,0.7473374140110406
VA,6,9,65101,52754,0.08313199779339653,0.08473054517361618
VA,6,10,134322,104556,0.17152511033017326,0.1679320408153432
VA,7,1,350552,260246,0.4473820228877576,0.44475167863228
VA,7,5,34389,26814,0.04388798348058803,0.04582422596637779
VA,7,7,186641,142595,0.23819526955713835,0.243690068683361
VA,7,11,211981,155494,0.270534724074516,0.26573402671798124
VA,8,8,718850,569433,0.908906997768351,0.9110563577456902
VA,8,10,13711,10414,0.01733605598720437,0.016661733530658775
VA,8,11,58334,45178,0.07375694624444458,0.07228190872365105
VA,9,5,113276,91813,0.14401059776424804,0.14333262041435685
VA,9,6,41544,32769,0.05281592105580989,0.051156880162483084
VA,9,9,631761,515977,0.803173481179942,0.8055104994231601
VA,10,1,143581,104661,0.18300924344469993,0.18227907624786652
VA,10,5,63558,49589,0.08101142557064123,0.08636490299209307
VA,10,10,577417,419930,0.7359793309846588,0.7313560207600404
VA,11,8,77977,60342,0.10030112074543142,0.10066580028660609
VA,11,10,161395,122074,0.20760095134089415,0.20365047403445613
VA,11,11,538057,417013,0.6920979279136744,0.6956837256789378
WA,1,1,487225,371438,0.6297231660835477,0.6241270844115255
WA,1,2,217680,167390,0.28134463295821577,0.2812653327329063
WA,1,9,68808,56304,0.08893220095823645,0.09460758285556818
WA,2,1,173179,133065,0.2261020219784237,0.2168849669452739
WA,2,2,544576,440706,0.7109969148737553,0.7183144045585531
WA,2,7,48178,39757,0.06290106314782103,0.06480062849617295
WA,3,3,750015,578903,0.9756216536846541,0.9754857604081887
WA,3,10,18741,14548,0.02437834631534583,0.024514239591811288
WA,4,3,22735,18296,0.029586992394704924,0.03284686602909468
WA,4,4,728016,525450,0.9474292436869804,0.9433420285848164
WA,4,8,17661,13263,0.022983763918314654,0.023811105386088913
WA,5,4,23827,17631,0.030743127729715432,0.028898162292577707
WA,5,5,751208,592477,0.9692568722702846,0.9711018377074223
WA,6,6,711277,577083,0.9211225289276533,0.9245443228807029
WA,6,8,6636,5223,0.008593795528273666,0.008367765119412477
WA,6,9,23797,18789,0.03081774445243044,0.03010184545828854
WA,6,10,30475,23086,0.039465931091642543,0.036986066541596106
WA,7,7,750434,636646,0.9745858133020261,0.974673486540649
WA,7,9,19569,16543,0.025414186697973903,0.02532651345935097
WA,8,1,129336,98577,0.16714439685809473,0.1687084120594759
WA,8,2,2110,1653,0.0027268098392603753,0.0028290068183685203
WA,8,8,613551,462410,0.7929084851602097,0.791385990854076
WA,8,9,9671,7646,0.012498093817766395,0.013085654043100851
WA,8,10,19130,14018,0.02472221432466871,0.02399093622497878
WA,9,7,778,776,0.00101266745458616,0.0012882426278821523
WA,9,8,115916,88742,0.1508796409586238,0.14732116917979118
WA,9,9,651574,512853,0.84810769158679,0.8513905881923266
WA,10,6,25521,19953,0.03317957611892176,0.033737673651034125
WA,10,8,26730,19704,0.034751383944938624,0.03331665020898995
WA,10,10,716927,551759,0.9320690399361397,0.9329456761399759
WV,1,1,7408,6276,0.008267238945302081,0.008769257854745544
WV,1,2,318068,253478,0.3549600643701866,0.3541768550836824
WV,1,3,570591,455928,0.6367726966845113,0.6370538870615721
WV,2,1,594636,480035,0.6624370995790114,0.6692715231788079
WV,2,2,303013,237215,0.33756290042098863,0.33072847682119205
WI,1,1,631111,491661,0.8571546926058624,0.8549035223010675
WI,1,2,45204,34277,0.061394621111904885,0.05960108292891584
WI,1,4,48160,38951,0.06540936538247366,0.06772826621828634
WI,1,5,11811,10218,0.01604132089975906,0.017767128551730373
WI,2,2,736822,584598,1,1
WI,3,2,7365,5629,0.009993771702360647,0.00969632869331248
WI,3,3,729594,574900,0.9900062282976394,0.9903036713066875
WI,4,4,647235,487199,0.8789236754730817,0.8733653496247139
WI,4,5,87468,69321,0.118778644613285,0.12426659209344598
WI,4,6,1692,1321,0.0022976799136333083,0.002368058281840166
WI,5,1,96272,75350,0.13057265233159637,0.1300568556446574
WI,5,4,0,0,0,0
WI,5,5,636365,500356,0.8630948344378047,0.8636327546508056
WI,5,6,4669,3656,0.006332513230598964,0.006310389704537059
WI,6,5,0,0,0,0
WI,6,6,721411,570840,0.9794407470463808,0.9796649670750607
WI,6,8,15143,11849,0.020559252953619152,0.020335032924939375
WI,7,3,4039,3030,0.005483510098130258,0.005222742198205652
WI,7,7,732533,577125,0.9945164899018697,0.9947772578017944
WI,8,8,736824,572019,1,1
WY,1,1,576851,441337,1,1
